Explant_Type,Plant_Species,Medium_Composition,Temperature,Humidity,Light_Intensity,Culture_Duration,Regeneration_Success_Rate
Stem,Mint,MS + 0.5mg/L IAA,25,69,3245,53,75
Stem,Tomato,MS + 2mg/L BAP,22,58,2962,40,79
Stem,Chamomile,B5 + 0.5mg/L IAA,22,75,3432,48,95
Leaf,Rose,B5 + 1mg/L NAA,21,70,3110,41,84
Leaf,Beetroot,MS + 1.5mg/L BAP,24,59,2234,59,85
Stem,Carrot,B5 + 1mg/L NAA,20,61,4864,41,76
Root,Mint,B5 + 2mg/L BAP,20,58,4920,53,76
Leaf,Parsley,B5 + 1mg/L NAA,24,61,3253,56,92
Stem,Pepper,MS + 0.5mg/L IAA,20,63,4035,47,88
Root,Pepper,MS + 1mg/L NAA,25,69,3657,55,72
Stem,Mint,B5 + 1mg/L NAA,24,65,2714,50,74
Stem,Sunflower,MS + 0.5mg/L IAA,20,54,3392,52,89
Root,Thyme,B5 + 0.5mg/L IAA,25,69,4770,41,89
Stem,Oregano,B5 + 0.5mg/L IAA,24,62,2812,48,71
Root,Pepper,MS + 0.5mg/L IAA,24,61,4440,59,77
Stem,Pansy,MS + 1.5mg/L BAP,23,60,3491,38,84
Root,Ginger,MS + 1mg/L NAA,22,62,2191,35,73
Leaf,Chamomile,MS + 0.5mg/L IAA,25,53,2436,32,92
Leaf,Ginger,MS + 0.5mg/L IAA,22,69,2356,49,89
Stem,Beetroot,MS + 2mg/L BAP,24,55,2474,37,73
Root,Marigold,MS + 0.5mg/L IAA,21,64,3350,45,74
Root,Pansy,B5 + 2mg/L BAP,22,63,2651,48,84
Leaf,Tobacco,MS + 0.5mg/L IAA,26,65,3329,54,81
Root,Spinach,MS + 1mg/L NAA,26,52,3308,36,89
Root,Beetroot,MS + 0.5mg/L IAA,22,57,4074,59,77
Root,Beetroot,MS + 1.5mg/L BAP,26,64,4809,33,88
Leaf,Cucumber,MS + 1.5mg/L BAP,22,64,3783,36,92
Leaf,Ginger,B5 + 0.5mg/L IAA,23,73,2743,54,95
Stem,Ginger,MS + 0.5mg/L IAA,23,71,3896,57,81
Root,Pansy,B5 + 2mg/L BAP,21,75,3824,43,80
Stem,Garlic,MS + 1.5mg/L BAP,26,53,4884,36,84
Leaf,Pepper,B5 + 1mg/L NAA,21,72,4225,59,91
Stem,Oregano,MS + 1.5mg/L BAP,24,74,4261,52,72
Root,Basil,B5 + 2mg/L BAP,26,71,4204,42,79
Leaf,Chrysanthemum,MS + 1mg/L NAA,25,66,2725,40,95
Stem,Beetroot,B5 + 1mg/L NAA,22,66,3646,48,75
Leaf,Tomato,B5 + 2mg/L BAP,21,63,2165,45,72
Root,Oregano,B5 + 0.5mg/L IAA,20,74,2905,35,95
Stem,Basil,B5 + 1mg/L NAA,23,54,2337,45,93
Leaf,Sunflower,B5 + 2mg/L BAP,24,63,3823,42,72
Root,Spinach,MS + 2mg/L BAP,23,57,3131,44,83
Stem,Parsley,MS + 1mg/L NAA,20,68,4177,43,91
Stem,Dandelion,B5 + 0.5mg/L IAA,22,61,4406,46,75
Root,Ginger,MS + 1.5mg/L BAP,25,62,2076,45,75
Root,Carrot,MS + 1mg/L NAA,23,53,2974,45,71
Stem,Chamomile,B5 + 0.5mg/L IAA,23,54,2081,45,92
Leaf,Lettuce,B5 + 1mg/L NAA,20,73,3043,41,82
Stem,Eggplant,B5 + 1mg/L NAA,21,62,3469,48,90
Stem,Aloe,B5 + 1mg/L NAA,26,74,4185,36,93
Leaf,Aloe,B5 + 1mg/L NAA,23,62,4078,41,91
Stem,Cucumber,MS + 1mg/L NAA,20,74,2028,55,80
Root,Eggplant,B5 + 0.5mg/L IAA,26,64,4894,47,89
Leaf,Chrysanthemum,B5 + 0.5mg/L IAA,23,67,4428,43,72
Stem,Beetroot,MS + 1mg/L NAA,26,57,3928,32,71
Leaf,Spinach,B5 + 1mg/L NAA,21,50,2482,36,70
Stem,Chamomile,B5 + 0.5mg/L IAA,22,61,4226,56,92
Leaf,Broccoli,MS + 0.5mg/L IAA,24,61,3768,54,78
Leaf,Thyme,MS + 1.5mg/L BAP,23,65,2276,39,78
Root,Eggplant,MS + 0.5mg/L IAA,20,56,3267,32,76
Leaf,Sunflower,MS + 0.5mg/L IAA,23,64,2537,45,82
Stem,Ginger,MS + 2mg/L BAP,20,53,2729,38,78
Stem,Dandelion,B5 + 2mg/L BAP,22,56,4495,49,76
Root,Chrysanthemum,MS + 1.5mg/L BAP,23,67,2901,32,82
Stem,Aloe,MS + 0.5mg/L IAA,26,66,3507,48,78
Root,Pepper,B5 + 0.5mg/L IAA,25,65,4877,41,79
Leaf,Spinach,MS + 1mg/L NAA,21,73,3345,37,78
Stem,Aloe,B5 + 1mg/L NAA,26,59,4834,54,76
Stem,Lettuce,B5 + 2mg/L BAP,23,51,3208,56,75
Stem,Onion,B5 + 1mg/L NAA,23,55,4706,47,93
Stem,Basil,MS + 2mg/L BAP,20,73,4993,30,94
Root,Tomato,MS + 1.5mg/L BAP,21,54,3492,60,88
Root,Rose,B5 + 0.5mg/L IAA,21,56,4442,47,95
Leaf,Oregano,MS + 0.5mg/L IAA,22,71,2741,50,95
Root,Chamomile,MS + 1.5mg/L BAP,26,70,2185,47,83
Leaf,Mint,MS + 1mg/L NAA,20,72,3335,55,88
Root,Oregano,B5 + 2mg/L BAP,22,74,3444,39,72
Root,Oregano,B5 + 1mg/L NAA,24,59,4308,35,78
Leaf,Chrysanthemum,MS + 1.5mg/L BAP,22,71,3666,43,74
Stem,Rose,MS + 1.5mg/L BAP,20,62,3814,55,75
Root,Eggplant,B5 + 1mg/L NAA,20,52,3315,45,92
Leaf,Beetroot,B5 + 0.5mg/L IAA,22,59,3822,57,94
Root,Sunflower,MS + 2mg/L BAP,21,59,4031,34,92
Leaf,Cauliflower,B5 + 2mg/L BAP,25,75,4455,36,70
Root,Lettuce,MS + 1.5mg/L BAP,20,62,4487,36,90
Root,Eggplant,B5 + 1mg/L NAA,20,62,2361,49,71
Stem,Tobacco,B5 + 1mg/L NAA,23,55,2438,49,84
Leaf,Ginger,MS + 1.5mg/L BAP,21,65,4787,30,90
Stem,Spinach,MS + 1.5mg/L BAP,25,63,2771,51,74
Stem,Onion,MS + 2mg/L BAP,25,56,3839,55,75
Root,Dandelion,B5 + 1mg/L NAA,25,73,4426,45,84
Leaf,Onion,MS + 2mg/L BAP,20,56,4245,57,82
Stem,Ginger,B5 + 1mg/L NAA,23,50,2915,42,92
Stem,Sunflower,B5 + 2mg/L BAP,23,59,2075,33,86
Leaf,Daisy,B5 + 1mg/L NAA,26,71,4902,41,77
Leaf,Rose,MS + 1.5mg/L BAP,20,53,3251,57,80
Stem,Garlic,B5 + 0.5mg/L IAA,22,52,3357,30,75
Leaf,Thyme,MS + 0.5mg/L IAA,23,75,3915,31,84
Leaf,Oregano,MS + 0.5mg/L IAA,20,64,3686,33,86
Root,Tomato,MS + 1.5mg/L BAP,22,63,2584,32,71
Root,Beetroot,B5 + 0.5mg/L IAA,24,74,3811,32,90
Stem,Chrysanthemum,B5 + 1mg/L NAA,23,53,3024,37,86
Leaf,Mint,B5 + 0.5mg/L IAA,24,71,3331,49,84
Stem,Garlic,MS + 0.5mg/L IAA,20,59,4796,33,87
Stem,Marigold,B5 + 1mg/L NAA,22,55,2426,40,80
Leaf,Dandelion,B5 + 2mg/L BAP,21,70,2359,39,91
Stem,Dandelion,B5 + 1mg/L NAA,21,71,3593,46,85
Root,Ginger,B5 + 0.5mg/L IAA,22,53,2002,60,73
Stem,Mint,MS + 1.5mg/L BAP,22,61,4250,30,71
Root,Tobacco,B5 + 0.5mg/L IAA,20,55,4334,39,89
Leaf,Beetroot,MS + 2mg/L BAP,21,59,3460,39,76
Root,Ginger,B5 + 1mg/L NAA,21,66,4173,35,76
Stem,Beetroot,MS + 1mg/L NAA,24,57,4336,53,87
Stem,Mint,B5 + 2mg/L BAP,22,53,3903,36,94
Leaf,Carrot,B5 + 1mg/L NAA,22,69,2159,43,81
Stem,Beetroot,B5 + 2mg/L BAP,23,62,2446,38,76
Stem,Potato,B5 + 1mg/L NAA,24,67,3427,45,71
Stem,Spinach,B5 + 2mg/L BAP,22,73,4700,49,70
Leaf,Eggplant,B5 + 0.5mg/L IAA,20,63,2687,35,71
Root,Parsley,MS + 2mg/L BAP,25,56,2743,54,88
Root,Chrysanthemum,MS + 1.5mg/L BAP,23,63,2476,32,71
Stem,Garlic,MS + 1.5mg/L BAP,22,58,2840,38,71
Stem,Mint,MS + 1mg/L NAA,25,65,2825,48,91
Leaf,Daisy,B5 + 0.5mg/L IAA,25,50,3552,49,83
Root,Lavender,B5 + 2mg/L BAP,22,58,4905,30,76
Leaf,Pansy,MS + 1.5mg/L BAP,21,62,4136,32,90
Stem,Rose,B5 + 1mg/L NAA,20,60,4437,30,74
Leaf,Oregano,MS + 0.5mg/L IAA,25,62,3539,57,80
Leaf,Tomato,B5 + 0.5mg/L IAA,26,67,2248,53,86
Leaf,Pepper,MS + 1mg/L NAA,22,68,2031,46,93
Stem,Rose,MS + 1.5mg/L BAP,25,62,4105,60,83
Root,Thyme,MS + 0.5mg/L IAA,23,68,2801,42,90
Stem,Chrysanthemum,B5 + 1mg/L NAA,24,66,3115,33,85
Stem,Marigold,B5 + 1mg/L NAA,20,65,3878,55,84
Leaf,Spinach,B5 + 2mg/L BAP,22,50,3772,59,80
Stem,Cucumber,B5 + 1mg/L NAA,25,56,4788,42,79
Root,Ginger,MS + 2mg/L BAP,23,62,2288,54,82
Stem,Aloe,MS + 1.5mg/L BAP,20,67,2532,56,81
Root,Pansy,B5 + 0.5mg/L IAA,24,67,4750,59,87
Leaf,Lavender,B5 + 2mg/L BAP,25,74,4079,56,83
Root,Eggplant,B5 + 1mg/L NAA,20,57,4603,38,73
Stem,Cucumber,B5 + 1mg/L NAA,26,50,4366,56,85
Root,Cucumber,MS + 2mg/L BAP,25,50,4114,44,75
Stem,Tobacco,B5 + 0.5mg/L IAA,24,58,4403,52,87
Stem,Sunflower,B5 + 0.5mg/L IAA,25,67,4528,49,91
Leaf,Parsley,B5 + 0.5mg/L IAA,24,57,4955,30,79
Stem,Daisy,MS + 2mg/L BAP,24,65,2930,39,84
Root,Tomato,B5 + 2mg/L BAP,23,71,2028,56,90
Leaf,Cucumber,B5 + 1mg/L NAA,23,69,4813,50,70
Root,Sunflower,MS + 1mg/L NAA,25,70,4030,55,77
Stem,Broccoli,MS + 0.5mg/L IAA,22,57,3150,51,79
Stem,Cauliflower,MS + 0.5mg/L IAA,26,62,3599,49,78
Root,Oregano,B5 + 1mg/L NAA,25,73,2433,48,95
Root,Sunflower,B5 + 2mg/L BAP,23,57,2478,60,83
Leaf,Oregano,MS + 1.5mg/L BAP,24,72,3009,32,90
Root,Dandelion,MS + 2mg/L BAP,21,52,4992,40,76
Leaf,Potato,B5 + 0.5mg/L IAA,23,74,4343,58,77
Root,Aloe,MS + 1mg/L NAA,22,61,4475,45,75
Root,Pepper,MS + 2mg/L BAP,23,68,4617,37,92
Root,Beetroot,B5 + 2mg/L BAP,20,55,3962,46,79
Leaf,Potato,MS + 2mg/L BAP,24,73,4364,51,82
Stem,Chrysanthemum,MS + 1mg/L NAA,21,54,4434,59,81
Leaf,Potato,MS + 1.5mg/L BAP,21,74,2518,30,90
Leaf,Onion,MS + 1mg/L NAA,22,72,3910,42,95
Leaf,Daisy,MS + 1.5mg/L BAP,25,69,2430,44,94
Leaf,Aloe,MS + 2mg/L BAP,24,53,4594,49,91
Leaf,Rose,MS + 1.5mg/L BAP,23,71,3344,60,83
Root,Garlic,MS + 1.5mg/L BAP,22,70,4850,48,86
Leaf,Sunflower,B5 + 0.5mg/L IAA,25,55,3613,42,79
Root,Parsley,B5 + 1mg/L NAA,25,65,2199,44,94
Leaf,Chrysanthemum,B5 + 1mg/L NAA,24,51,2902,51,72
Leaf,Mint,MS + 2mg/L BAP,23,62,2865,37,80
Stem,Lavender,MS + 2mg/L BAP,23,60,4133,42,79
Stem,Lavender,B5 + 2mg/L BAP,24,69,4772,44,93
Stem,Lavender,B5 + 1mg/L NAA,20,57,3989,35,83
Leaf,Dandelion,MS + 1mg/L NAA,22,58,4215,31,93
Stem,Ginger,B5 + 0.5mg/L IAA,25,52,4126,48,76
Stem,Mint,B5 + 1mg/L NAA,23,51,4771,51,80
Leaf,Broccoli,B5 + 2mg/L BAP,20,58,3444,42,73
Stem,Parsley,B5 + 0.5mg/L IAA,26,51,2596,33,84
Stem,Pepper,B5 + 0.5mg/L IAA,21,62,4102,31,80
Root,Thyme,B5 + 1mg/L NAA,21,73,3497,55,85
Leaf,Oregano,MS + 2mg/L BAP,25,71,4632,35,76
Root,Oregano,B5 + 2mg/L BAP,25,54,4297,54,80
Stem,Thyme,MS + 1mg/L NAA,23,68,4518,36,94
Root,Chrysanthemum,MS + 2mg/L BAP,26,53,4097,44,72
Stem,Broccoli,B5 + 1mg/L NAA,23,52,3624,35,86
Root,Parsley,B5 + 1mg/L NAA,26,67,4099,43,81
Leaf,Lavender,B5 + 1mg/L NAA,25,64,4670,39,73
Root,Broccoli,B5 + 1mg/L NAA,20,55,2429,37,95
Leaf,Beetroot,MS + 1mg/L NAA,24,54,4236,51,93
Leaf,Eggplant,B5 + 2mg/L BAP,22,66,3057,35,85
Stem,Chamomile,MS + 0.5mg/L IAA,21,55,2961,31,82
Leaf,Aloe,B5 + 2mg/L BAP,26,58,4356,41,88
Leaf,Cauliflower,MS + 2mg/L BAP,20,65,3914,46,91
Stem,Pansy,B5 + 0.5mg/L IAA,26,53,3621,55,82
Leaf,Potato,MS + 1.5mg/L BAP,25,66,4853,42,81
Leaf,Sunflower,B5 + 0.5mg/L IAA,20,56,2994,48,92
Leaf,Marigold,MS + 0.5mg/L IAA,24,50,2209,48,88
Root,Pansy,B5 + 2mg/L BAP,21,52,4915,44,81
Root,Daisy,B5 + 1mg/L NAA,21,67,4328,35,88
Root,Sunflower,B5 + 1mg/L NAA,20,53,2035,58,83
Leaf,Marigold,MS + 1mg/L NAA,24,64,4642,38,80
Leaf,Daisy,B5 + 1mg/L NAA,22,72,2016,59,95
Root,Potato,B5 + 1mg/L NAA,23,68,3926,41,83
Root,Pepper,MS + 0.5mg/L IAA,23,74,2971,49,70
Leaf,Tobacco,MS + 1.5mg/L BAP,21,62,4033,45,71
Stem,Onion,B5 + 0.5mg/L IAA,21,70,4405,33,95
Leaf,Lettuce,B5 + 2mg/L BAP,21,51,3165,51,90
Leaf,Eggplant,B5 + 2mg/L BAP,26,65,4520,57,94
Leaf,Pansy,MS + 0.5mg/L IAA,26,60,4385,54,77
Leaf,Cauliflower,MS + 2mg/L BAP,21,71,4505,50,92
Leaf,Chamomile,B5 + 1mg/L NAA,25,64,4981,41,77
Leaf,Carrot,B5 + 0.5mg/L IAA,25,66,4676,41,84
Root,Marigold,MS + 1.5mg/L BAP,24,69,3217,59,93
Stem,Ginger,B5 + 2mg/L BAP,25,73,3133,51,80
Stem,Dandelion,MS + 1mg/L NAA,23,75,3280,44,74
Stem,Sunflower,MS + 2mg/L BAP,21,73,3894,49,75
Root,Ginger,MS + 1mg/L NAA,26,66,4801,36,88
Root,Spinach,MS + 1.5mg/L BAP,25,70,4631,35,82
Stem,Tomato,B5 + 2mg/L BAP,21,58,4701,54,93
Leaf,Mint,B5 + 0.5mg/L IAA,21,68,3034,58,78
Root,Carrot,MS + 2mg/L BAP,24,65,3268,45,86
Stem,Broccoli,MS + 2mg/L BAP,26,59,3135,44,78
Stem,Marigold,MS + 2mg/L BAP,23,68,2451,30,90
Leaf,Dandelion,MS + 1mg/L NAA,22,69,2177,33,74
Root,Beetroot,MS + 2mg/L BAP,22,64,3850,33,72
Root,Pepper,MS + 0.5mg/L IAA,20,69,3650,51,70
Root,Dandelion,B5 + 0.5mg/L IAA,21,69,4381,40,88
Stem,Oregano,MS + 0.5mg/L IAA,26,51,2697,39,75
Root,Ginger,MS + 1.5mg/L BAP,24,60,3745,51,75
Leaf,Chrysanthemum,B5 + 2mg/L BAP,21,55,2554,49,74
Leaf,Pansy,MS + 0.5mg/L IAA,22,54,3579,33,80
Leaf,Dandelion,MS + 1.5mg/L BAP,21,53,4622,56,72
Root,Carrot,MS + 2mg/L BAP,26,65,3406,60,93
Leaf,Tobacco,B5 + 1mg/L NAA,21,53,3166,44,78
Leaf,Daisy,B5 + 2mg/L BAP,26,53,4679,51,80
Leaf,Cucumber,B5 + 2mg/L BAP,23,58,2951,45,81
Root,Chamomile,B5 + 1mg/L NAA,26,67,3219,36,85
Stem,Ginger,B5 + 0.5mg/L IAA,23,63,3851,50,88
Leaf,Beetroot,MS + 0.5mg/L IAA,23,75,3452,55,90
Stem,Daisy,MS + 1mg/L NAA,24,60,4326,35,81
Root,Pansy,MS + 2mg/L BAP,26,63,2446,53,93
Leaf,Oregano,B5 + 0.5mg/L IAA,24,61,4823,56,76
Root,Ginger,MS + 1.5mg/L BAP,25,66,3601,57,84
Stem,Oregano,B5 + 0.5mg/L IAA,21,73,2126,43,90
Root,Broccoli,MS + 2mg/L BAP,22,53,3061,30,74
Leaf,Parsley,B5 + 1mg/L NAA,21,67,3021,56,77
Stem,Tobacco,B5 + 0.5mg/L IAA,23,69,3396,60,85
Leaf,Carrot,B5 + 2mg/L BAP,23,67,4374,48,82
Leaf,Lettuce,B5 + 1mg/L NAA,21,71,4671,43,83
Root,Pepper,MS + 1mg/L NAA,24,53,4111,46,71
Leaf,Rose,B5 + 2mg/L BAP,25,50,2857,40,78
Root,Onion,MS + 1.5mg/L BAP,21,63,4503,43,72
Root,Chamomile,B5 + 1mg/L NAA,21,52,4112,46,79
Root,Dandelion,MS + 0.5mg/L IAA,25,65,3349,47,74
Stem,Oregano,B5 + 2mg/L BAP,24,56,4566,52,83
Stem,Lavender,B5 + 0.5mg/L IAA,26,70,4608,47,79
Root,Pepper,MS + 1.5mg/L BAP,22,75,4910,57,76
Stem,Potato,MS + 1.5mg/L BAP,25,71,4325,50,71
Root,Garlic,B5 + 1mg/L NAA,21,72,2221,51,75
Stem,Marigold,MS + 2mg/L BAP,20,60,3892,47,89
Leaf,Pepper,B5 + 1mg/L NAA,21,63,4482,43,85
Leaf,Pansy,B5 + 2mg/L BAP,21,57,4883,54,71
Root,Tobacco,MS + 1.5mg/L BAP,25,53,4344,32,87
Stem,Ginger,MS + 0.5mg/L IAA,21,63,3757,31,72
Stem,Basil,MS + 2mg/L BAP,20,56,3490,59,77
Leaf,Rose,MS + 0.5mg/L IAA,24,53,4073,54,95
Stem,Carrot,MS + 2mg/L BAP,20,55,3287,46,85
Stem,Pepper,B5 + 1mg/L NAA,22,69,3845,40,74
Stem,Parsley,MS + 1.5mg/L BAP,25,64,4078,51,75
Leaf,Ginger,MS + 1mg/L NAA,20,61,2913,49,88
Root,Rose,MS + 1.5mg/L BAP,20,61,4752,45,87
Stem,Carrot,MS + 0.5mg/L IAA,23,64,4035,36,74
Stem,Garlic,B5 + 2mg/L BAP,24,55,3351,60,73
Leaf,Tomato,MS + 2mg/L BAP,21,73,3706,41,70
Stem,Cucumber,MS + 2mg/L BAP,21,74,4727,46,89
Root,Cauliflower,MS + 2mg/L BAP,26,63,4261,42,94
Root,Potato,MS + 0.5mg/L IAA,26,53,2295,60,76
Root,Chamomile,B5 + 2mg/L BAP,21,63,3549,45,81
Root,Cucumber,MS + 1mg/L NAA,24,69,3953,57,90
Stem,Oregano,MS + 1.5mg/L BAP,22,59,4155,56,94
Leaf,Cucumber,B5 + 0.5mg/L IAA,22,69,3267,56,74
Leaf,Tomato,MS + 0.5mg/L IAA,21,63,2893,59,79
Leaf,Pepper,MS + 2mg/L BAP,21,56,3255,56,91
Leaf,Beetroot,MS + 2mg/L BAP,22,65,4773,48,76
Stem,Tomato,MS + 1mg/L NAA,23,67,2159,39,89
Leaf,Dandelion,B5 + 0.5mg/L IAA,25,66,4002,56,74
Root,Parsley,B5 + 0.5mg/L IAA,20,52,4840,36,75
Leaf,Pansy,B5 + 0.5mg/L IAA,24,52,2862,60,89
Leaf,Thyme,B5 + 0.5mg/L IAA,24,68,2232,52,90
Root,Mint,MS + 1mg/L NAA,24,56,3813,59,81
Root,Basil,B5 + 1mg/L NAA,21,66,4671,36,71
Root,Mint,B5 + 1mg/L NAA,24,72,4744,57,72
Stem,Daisy,MS + 2mg/L BAP,20,72,2400,43,92
Root,Parsley,MS + 1.5mg/L BAP,26,68,4812,38,91
Root,Cucumber,MS + 1.5mg/L BAP,25,70,3908,38,91
Leaf,Potato,B5 + 0.5mg/L IAA,23,68,3907,58,79
Root,Tomato,MS + 0.5mg/L IAA,22,68,3588,45,88
Stem,Garlic,B5 + 0.5mg/L IAA,26,51,2384,31,82
Stem,Daisy,MS + 1.5mg/L BAP,22,62,4810,35,74
Stem,Oregano,B5 + 1mg/L NAA,26,66,4608,42,87
Leaf,Parsley,MS + 1.5mg/L BAP,20,55,2791,36,78
Root,Carrot,B5 + 2mg/L BAP,22,72,3295,34,70
Root,Tomato,B5 + 0.5mg/L IAA,26,51,4693,45,84
Leaf,Tomato,MS + 1mg/L NAA,22,53,2104,42,95
Root,Cauliflower,B5 + 0.5mg/L IAA,25,74,4629,56,83
Stem,Cauliflower,MS + 2mg/L BAP,22,56,4565,45,91
Leaf,Tomato,MS + 1.5mg/L BAP,21,70,2010,51,90
Root,Cucumber,MS + 1mg/L NAA,23,50,4014,43,91
Leaf,Pansy,B5 + 2mg/L BAP,20,65,4080,58,88
Stem,Beetroot,B5 + 2mg/L BAP,23,52,4189,55,95
Leaf,Potato,MS + 1mg/L NAA,22,63,2892,54,80
Leaf,Tomato,MS + 2mg/L BAP,23,65,3588,57,76
Leaf,Garlic,B5 + 0.5mg/L IAA,24,61,4391,41,89
Stem,Oregano,B5 + 0.5mg/L IAA,25,56,2641,49,71
Leaf,Potato,B5 + 1mg/L NAA,24,75,2608,42,87
Stem,Mint,B5 + 1mg/L NAA,24,71,2781,55,84
Root,Cucumber,MS + 1.5mg/L BAP,20,72,2808,57,87
Stem,Oregano,B5 + 2mg/L BAP,21,55,4930,55,76
Root,Spinach,MS + 1.5mg/L BAP,24,53,4914,38,91
Stem,Parsley,MS + 1mg/L NAA,21,62,4052,53,91
Stem,Oregano,B5 + 0.5mg/L IAA,20,57,3317,40,79
Stem,Pansy,MS + 1.5mg/L BAP,20,75,3157,46,94
Root,Lavender,B5 + 2mg/L BAP,20,72,2055,44,85
Leaf,Daisy,MS + 1mg/L NAA,25,56,2967,50,82
Stem,Mint,MS + 1mg/L NAA,26,63,2774,53,84
Stem,Pansy,B5 + 2mg/L BAP,23,53,3674,42,91
Root,Eggplant,MS + 1mg/L NAA,26,75,4382,42,89
Root,Pepper,MS + 2mg/L BAP,22,57,4407,49,70
Stem,Pansy,B5 + 1mg/L NAA,21,52,4474,38,71
Root,Garlic,MS + 2mg/L BAP,21,65,3392,56,84
Leaf,Oregano,B5 + 0.5mg/L IAA,25,69,2532,48,86
Leaf,Oregano,MS + 1mg/L NAA,21,66,4270,50,74
Root,Pepper,MS + 1mg/L NAA,21,60,3364,38,79
Leaf,Potato,MS + 0.5mg/L IAA,26,58,4793,44,79
Leaf,Lettuce,MS + 0.5mg/L IAA,26,68,2177,53,82
Leaf,Ginger,MS + 0.5mg/L IAA,23,51,4982,32,83
Root,Pepper,B5 + 0.5mg/L IAA,25,74,2767,41,82
Leaf,Basil,MS + 1.5mg/L BAP,25,51,2918,41,82
Leaf,Cauliflower,B5 + 2mg/L BAP,26,59,2356,56,89
Stem,Spinach,MS + 2mg/L BAP,21,72,2566,50,79
Leaf,Pepper,B5 + 0.5mg/L IAA,21,69,4799,55,92
Stem,Aloe,MS + 1.5mg/L BAP,23,51,3608,53,87
Stem,Tobacco,B5 + 0.5mg/L IAA,23,57,3290,37,77
Stem,Parsley,MS + 1.5mg/L BAP,23,65,2801,38,83
Root,Beetroot,MS + 1.5mg/L BAP,23,71,2649,57,91
Root,Mint,B5 + 0.5mg/L IAA,21,55,3878,44,70
Leaf,Chamomile,B5 + 1mg/L NAA,21,69,2974,59,91
Leaf,Chrysanthemum,B5 + 0.5mg/L IAA,20,61,3284,38,88
Leaf,Parsley,MS + 0.5mg/L IAA,23,73,4844,57,90
Stem,Sunflower,B5 + 2mg/L BAP,25,59,4748,40,79
Leaf,Lettuce,B5 + 0.5mg/L IAA,24,61,4911,50,76
Root,Daisy,B5 + 0.5mg/L IAA,25,66,3355,31,86
Leaf,Lavender,B5 + 1mg/L NAA,20,74,2486,52,83
Stem,Tomato,MS + 1mg/L NAA,23,60,3166,50,86
Root,Cucumber,B5 + 1mg/L NAA,23,66,4552,34,75
Stem,Daisy,MS + 1.5mg/L BAP,22,57,3845,38,91
Leaf,Sunflower,B5 + 0.5mg/L IAA,25,60,2638,30,93
Stem,Lettuce,MS + 1mg/L NAA,23,72,3075,54,81
Stem,Beetroot,MS + 2mg/L BAP,20,63,4433,41,93
Root,Tomato,B5 + 2mg/L BAP,26,57,4826,37,70
Leaf,Carrot,B5 + 2mg/L BAP,23,71,2219,44,86
Stem,Lettuce,B5 + 2mg/L BAP,20,69,2771,45,80
Leaf,Tobacco,MS + 1mg/L NAA,21,68,2572,35,80
Leaf,Sunflower,B5 + 1mg/L NAA,24,67,2524,49,88
Stem,Aloe,MS + 1mg/L NAA,22,74,3006,50,75
Leaf,Parsley,B5 + 0.5mg/L IAA,20,53,3097,30,80
Stem,Cauliflower,MS + 2mg/L BAP,21,54,3974,47,95
Stem,Chamomile,MS + 1.5mg/L BAP,23,65,3995,53,90
Leaf,Lavender,B5 + 2mg/L BAP,26,58,2306,38,83
Leaf,Cucumber,MS + 2mg/L BAP,20,73,3196,51,75
Root,Pansy,MS + 1mg/L NAA,22,56,3736,56,88
Root,Spinach,B5 + 0.5mg/L IAA,24,69,4508,53,85
Root,Dandelion,B5 + 0.5mg/L IAA,22,70,3350,46,95
Leaf,Tobacco,MS + 0.5mg/L IAA,21,54,2136,49,75
Stem,Ginger,B5 + 0.5mg/L IAA,24,54,4396,42,82
Leaf,Parsley,MS + 1mg/L NAA,24,60,2995,40,82
Leaf,Spinach,MS + 2mg/L BAP,26,74,4909,58,88
Leaf,Cucumber,MS + 1mg/L NAA,22,60,3462,37,94
Leaf,Cucumber,MS + 0.5mg/L IAA,21,53,3285,50,74
Root,Garlic,B5 + 2mg/L BAP,25,64,3507,49,76
Leaf,Lettuce,B5 + 2mg/L BAP,22,75,3411,38,95
Stem,Cauliflower,B5 + 1mg/L NAA,20,58,4846,40,94
Root,Cucumber,MS + 2mg/L BAP,25,52,3849,58,74
Root,Tobacco,MS + 2mg/L BAP,26,69,2171,30,80
Root,Marigold,MS + 0.5mg/L IAA,20,72,2609,37,84
Stem,Marigold,MS + 1mg/L NAA,25,73,2150,44,93
Stem,Ginger,MS + 1.5mg/L BAP,23,55,2167,55,75
Leaf,Pepper,MS + 1mg/L NAA,26,60,3683,56,85
Root,Thyme,MS + 0.5mg/L IAA,25,67,2465,41,77
Root,Dandelion,MS + 1mg/L NAA,22,52,3926,38,90
Stem,Broccoli,MS + 2mg/L BAP,25,70,3030,47,79
Leaf,Broccoli,B5 + 2mg/L BAP,20,73,2301,57,92
Root,Oregano,MS + 2mg/L BAP,21,58,2796,60,83
Root,Cauliflower,MS + 0.5mg/L IAA,23,65,3712,31,87
Leaf,Marigold,B5 + 2mg/L BAP,22,63,3266,54,92
Leaf,Sunflower,MS + 1.5mg/L BAP,20,55,3087,60,89
Leaf,Carrot,MS + 1mg/L NAA,25,53,3476,45,92
Stem,Sunflower,B5 + 2mg/L BAP,25,72,4308,46,75
Root,Oregano,MS + 0.5mg/L IAA,26,55,3122,30,85
Stem,Oregano,MS + 1mg/L NAA,23,72,3925,41,71
